Time	Node	Type	Packets	
1	root	CacheHits	2
1	root	CacheMisses	537
1	root	size	8
1	rtr1-1	CacheHits	2
1	rtr1-1	CacheMisses	315
1	rtr1-1	size	8
1	rtr1-2	CacheHits	2
1	rtr1-2	CacheMisses	226
1	rtr1-2	size	8
1	user1-1	CacheHits	146
1	user1-1	CacheMisses	108
1	user1-1	size	100
1	rtr2-1	CacheHits	3
1	rtr2-1	CacheMisses	210
1	rtr2-1	size	9
1	user1-2	CacheHits	133
1	user1-2	CacheMisses	121
1	user1-2	size	100
1	user1-3	CacheHits	146
1	user1-3	CacheMisses	108
1	user1-3	size	100
1	user2-1	CacheHits	141
1	user2-1	CacheMisses	113
1	user2-1	size	100
1	user2-2	CacheHits	153
1	user2-2	CacheMisses	101
1	user2-2	size	100
2	root	CacheHits	0
2	root	CacheMisses	433
2	root	size	8
2	rtr1-1	CacheHits	0
2	rtr1-1	CacheMisses	260
2	rtr1-1	size	8
2	rtr1-2	CacheHits	0
2	rtr1-2	CacheMisses	173
2	rtr1-2	size	8
2	user1-1	CacheHits	164
2	user1-1	CacheMisses	86
2	user1-1	size	100
2	rtr2-1	CacheHits	0
2	rtr2-1	CacheMisses	174
2	rtr2-1	size	9
2	user1-2	CacheHits	168
2	user1-2	CacheMisses	82
2	user1-2	size	100
2	user1-3	CacheHits	159
2	user1-3	CacheMisses	91
2	user1-3	size	100
2	user2-1	CacheHits	178
2	user2-1	CacheMisses	72
2	user2-1	size	100
2	user2-2	CacheHits	148
2	user2-2	CacheMisses	102
2	user2-2	size	100
3	root	CacheHits	0
3	root	CacheMisses	450
3	root	size	8
3	rtr1-1	CacheHits	0
3	rtr1-1	CacheMisses	264
3	rtr1-1	size	8
3	rtr1-2	CacheHits	0
3	rtr1-2	CacheMisses	186
3	rtr1-2	size	8
3	user1-1	CacheHits	160
3	user1-1	CacheMisses	90
3	user1-1	size	100
3	rtr2-1	CacheHits	0
3	rtr2-1	CacheMisses	172
3	rtr2-1	size	9
3	user1-2	CacheHits	162
3	user1-2	CacheMisses	88
3	user1-2	size	100
3	user1-3	CacheHits	157
3	user1-3	CacheMisses	93
3	user1-3	size	100
3	user2-1	CacheHits	176
3	user2-1	CacheMisses	74
3	user2-1	size	100
3	user2-2	CacheHits	159
3	user2-2	CacheMisses	91
3	user2-2	size	100
4	root	CacheHits	0
4	root	CacheMisses	520
4	root	size	8
4	rtr1-1	CacheHits	0
4	rtr1-1	CacheMisses	311
4	rtr1-1	size	8
4	rtr1-2	CacheHits	0
4	rtr1-2	CacheMisses	209
4	rtr1-2	size	8
4	user1-1	CacheHits	158
4	user1-1	CacheMisses	92
4	user1-1	size	100
4	rtr2-1	CacheHits	0
